Product_ID,productAsin,country,Column2,date,Year,isVerified,Review_ID,ratingScore,reviewTitle,Most Pop. Review Words,Count of  Pop. Review Words2,reviewDescription,reviewUrl,reviewedIn,variant,2,l,
2421,B09G9D8KRQ,India,May-24,23-05-2024,2024,TRUE,2421,5,Best Processor,,,Best Smartphone under 50k for real. A little heating problem during charging otherwise worth every penny,https://www.amazon.in/gp/customer-reviews/R3OMDJRVQ70ZMS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 23 May 2024,Colour, MidnightSize, 128 GB,
2422,B09G9D8KRQ,India,Oct-22,10/9/2022,2022,TRUE,2422,5,Decent delivery,,,Overall good,https://www.amazon.in/gp/customer-reviews/R1QS3Y9MQPIGG0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 10 September 2022,Colour, GreenSize, 256 GB,
2423,B09G9D8KRQ,India,Oct-23,15-10-2023,2023,TRUE,2423,5,IPhone 13,,,Very good product…nice packing and delivery on time..thank u Amazon..,https://www.amazon.in/gp/customer-reviews/R1OAS7QH3ZH7SJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 15 October 2023,Colour, GreenSize, 256 GB,
2424,B09G9D8KRQ,India,Nov-22,11/8/2022,2022,TRUE,2424,5,Great,,,Great,https://www.amazon.in/gp/customer-reviews/RU1UAJSTAMXRZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 11 August 2022,Colour, GreenSize, 256 GB,
2425,B09G9D8KRQ,India,Aug-23,29-08-2023,2023,TRUE,2425,1,The strange thing is it is not 6'1 but 5'7 inchs,,,"iPhone 13 is not 6'1 inches it is smaller 5'7 inchs , I want everyone to know this. See my image",https://www.amazon.in/gp/customer-reviews/RHL5QT9L8QT8Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 29 August 2023,Colour, GreenSize, 128 GB,
2426,B09G9D8KRQ,India,Nov-23,13-11-2023,2023,TRUE,2426,1,Battery,,,Over night battery loss,https://www.amazon.in/gp/customer-reviews/R1OLYPJPQG5ACH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 13 November 2023,Colour, GreenSize, 128 GB,
2427,B09G9D8KRQ,India,Dec-23,12/10/2023,2023,TRUE,2427,1,Expensive + battery eater,,,Eats battery like a syrup lol 😆.,https://www.amazon.in/gp/customer-reviews/R1ICGCMM2UWRRG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 12 October 2023,Colour, GreenSize, 128 GB,
2428,B09G9D8KRQ,India,Apr-24,4/8/2024,2024,FALSE,2428,1,Not Good for Gaming,,,"GamingNot good for Gaming Pubg,Bgmi,Free fire and minecraft lags in this device after 1-1.30hours of gaming and also it heats so much also in front of ac lags so much and gives only 20fps while lagging, Ghost Touch Issue and Not Screen Touch issue while using in charging. Dont buy this buy and other pro or over pros models minimum and also dont update till it gives up",https://www.amazon.in/gp/customer-reviews/R6YDIOEN1BLEQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 4 August 2024,Colour, GreenSize, 128 GB,
2429,B09G9D8KRQ,India,Jul-22,7/12/2022,2022,TRUE,2429,1,Copy i phone,,,Copy I phone sold by AmazonFace lock unlocked with my and brother faceLack of secrecy0 star,https://www.amazon.in/gp/customer-reviews/RZXOE0O2ZFMD8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 7 December 2022,Colour, GreenSize, 128 GB,
2430,B09G9D8KRQ,India,Apr-24,30-04-2024,2024,FALSE,2430,2,Damage in lens,,,I got scratches on  camera lensBad experienceI need return my productsI think Android is better than iPhones,https://www.amazon.in/gp/customer-reviews/R3LMPQMXN7K2C3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 30 April 2024,Colour, GreenSize, 128 GB,
2431,B09G9D8KRQ,India,Nov-24,11/8/2024,2024,FALSE,2431,1,Iphone is not user friendly,,,I don’t like iPhone becoz I phone is not user friendly like android and iPhone is one type of jail you cannot install 3rd party apps without jailbreak after jailbreak phone is working not properly thank you…….,https://www.amazon.in/gp/customer-reviews/R1PXZ2DSHSTXLY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 11 August 2024,Colour, GreenSize, 128 GB,
2432,B09G9D8KRQ,India,Jul-22,31-07-2022,2022,TRUE,2432,1,"we purchasedon 28thjuly,it worked for oneday properly from secondday it started to actweird.",,,the phone undoubtedly the best. ig not purchased from amazon,https://www.amazon.in/gp/customer-reviews/RQ9EPGXFRDCGJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 31 July 2022,Colour, GreenSize, 128 GB,
2433,B09G9D8KRQ,India,Apr-23,19-04-2023,2023,TRUE,2433,1,Charging issue,,,Facing issue to charge it.,https://www.amazon.in/gp/customer-reviews/R1DKVEP0ZSCYLR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 19 April 2023,Colour, GreenSize, 128 GB,
2434,B09G9D8KRQ,India,Apr-22,16-04-2022,2022,TRUE,2434,1,Damage piece scratch on display,,,Best quality but this phone is scratch on display I am not satisfy this phone replacement I hope Amazon send me a new phone,https://www.amazon.in/gp/customer-reviews/R1FTHUHZNS1G5R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 16 April 2022,Colour, GreenSize, 128 GB,
2435,B09G9D8KRQ,India,Oct-23,21-10-2023,2023,TRUE,2435,2,Mobile heated up quickly after use of some time.,,,Not working properly kinldy replace the item immediately,https://www.amazon.in/gp/customer-reviews/RNRYEJZEDL34R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 21 October 2023,Colour, GreenSize, 128 GB,
2436,B09G9D8KRQ,India,Oct-23,10/10/2023,2023,TRUE,2436,2,Silent mode button not working,,,Not expected this from Amazon.,https://www.amazon.in/gp/customer-reviews/RKCU8NLQS4C41/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 10 October 2023,Colour, GreenSize, 128 GB,
2437,B09G9D8KRQ,India,Jun-24,6/4/2024,2024,TRUE,2437,1,iPhone 13,,,Heating problems… jab bhi phone open karta hu heat karne lagta he … bekaar he ye phone,https://www.amazon.in/gp/customer-reviews/R1Q73B2F3DDDLE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 6 April 2024,Colour, GreenSize, 128 GB,
2438,B09G9D8KRQ,India,Feb-24,21-02-2024,2024,TRUE,2438,1,Defective,,,I cannot hear the voice properly on calling and also have charging issues,https://www.amazon.in/gp/customer-reviews/R4QSRQYLDNGPK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 21 February 2024,Colour, GreenSize, 128 GB,
2439,B09G9D8KRQ,India,Jan-22,1/8/2022,2022,TRUE,2439,3,Camera quality,,,I feel camera quality is at par what I expected,https://www.amazon.in/gp/customer-reviews/R2SXGM5EDEDZWL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 1 August 2022,Colour, GreenSize, 128 GB,
2440,B09G9D8KRQ,India,Apr-22,13-04-2022,2022,TRUE,2440,3,Well. I expected a better battery for this,,,Well. I expected a better battery for this.Rest all is pretty well,https://www.amazon.in/gp/customer-reviews/R7G3PG5OCSZCW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 13 April 2022,Colour, GreenSize, 128 GB,
2441,B09G9D8KRQ,India,Mar-23,3/3/2023,2023,TRUE,2441,2,battery not upto the mark,,,Everything about this iphone is good axcept battery. I have tp charge it twice a day and camera is good not best but video recording is beast settings app hangs sometimes and background app refresh doesn't work properly maybe it will get better with update,https://www.amazon.in/gp/customer-reviews/R3B9GLTOYGYJLP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 3 March 2023,Colour, GreenSize, 128 GB,
2442,B09G9D8KRQ,India,Jun-23,13-06-2023,2023,TRUE,2442,2,Nice but not happy with the packaging,,,Genuine products but packaging needs improvement,https://www.amazon.in/gp/customer-reviews/R3DAUKBP470461/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 13 June 2023,Colour, GreenSize, 128 GB,
2443,B09G9D8KRQ,India,Jun-22,6/9/2022,2022,TRUE,2443,1,Pathetic mob or may be pathetic if purchased from Amazon,,,"1. Mob is getting heated upon charging2. Camera quality is pathetic, one would look worse than their adhar card images.Camera quality for night is fine but not upto the mark, as one would wish in such expensive mobiles.3. The touch is not working properly at all and specially in Instagram.4. Amazon service is more pathetic than this  mob. We chose to replace, but it asked for refund. The status is to be refunded but no body yet has come to receive the mob. Every day they say in next 1-2 days and from past 2 weeks nobody recollected, I am using my old mob.Better buy Apple from shops and not onli e",https://www.amazon.in/gp/customer-reviews/R3EBN6VCCGPGFM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 6 September 2022,Colour, GreenSize, 128 GB,
2444,B09G9D8KRQ,India,Nov-23,11/10/2023,2023,TRUE,2444,1,Display not working,,,After 2 days display not workingReturn kar raha hu to bol raha haiSeller ke pass stock nhi haiJab tak stock aayga tab tak meri replacement date khatam ho jaygiDon't boy any products in amazone app,https://www.amazon.in/gp/customer-reviews/R2C9BXR938EC9R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 11 October 2023,Colour, GreenSize, 128 GB,
2445,B09G9D8KRQ,India,Nov-22,19-11-2022,2022,TRUE,2445,5,Perfect phone.. It has its own cost 😅,,,"Definitely top notch, no doubt about it. iPhone 13 is my first apple product. Really impressed!!!",https://www.amazon.in/gp/customer-reviews/R2VCFEQZYS97ZY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 19 November 2022,Colour, GreenSize, 256 GB,
2446,B09G9D8KRQ,India,Nov-22,27-11-2022,2022,TRUE,2446,5,Apple means Apple .. no comparison,,,Best in the budget … No compromise on quality,https://www.amazon.in/gp/customer-reviews/R158FYNC2SV4NO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 27 November 2022,Colour, GreenSize, 256 GB,
2447,B09G9D8KRQ,India,May-22,5/9/2022,2022,TRUE,2447,5,The display size feels small after shifting from Samsung,,,"Good enough Received genuine product from Amazon , so that is a plus.",https://www.amazon.in/gp/customer-reviews/R34YMHAYA4L86R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 5 September 2022,Colour, GreenSize, 256 GB,
2448,B09G9D8KRQ,India,Mar-22,24-03-2022,2022,TRUE,2448,4,Nothing seems new,,,Good offers,https://www.amazon.in/gp/customer-reviews/R3N5C23GSJC5SL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 24 March 2022,Colour, GreenSize, 256 GB,
2449,B09G9D8KRQ,India,Jul-22,16-07-2022,2022,TRUE,2449,5,Awesome,,,Very nice and camera quality is great. More importantly the cinematic video,https://www.amazon.in/gp/customer-reviews/R3FPPMH6NO2KAA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 16 July 2022,Colour, GreenSize, 256 GB,
2450,B09G9D8KRQ,India,Aug-22,28-08-2022,2022,TRUE,2450,5,Excellent 👌,,,Everything is good,https://www.amazon.in/gp/customer-reviews/R1PWBFMQG1TS2C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 28 August 2022,Colour, GreenSize, 256 GB,
2451,B09G9D8KRQ,India,Jul-22,28-07-2022,2022,TRUE,2451,5,Package and delivery was amazing,,,Package and phone was delivered in good condition,https://www.amazon.in/gp/customer-reviews/R3QHGJOMLK3W7N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 28 July 2022,Colour, GreenSize, 256 GB,
2452,B09G9D8KRQ,India,Nov-22,11/6/2022,2022,TRUE,2452,5,Wonderful phone,,,Great performance. Apple never disappoints but still very heavy on wallets,https://www.amazon.in/gp/customer-reviews/R7R2K32VPVKNY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 11 June 2022,Colour, GreenSize, 256 GB,
2453,B09G9D8KRQ,India,Apr-22,4/6/2022,2022,TRUE,2453,5,Very very good product.,,,It's really a value for money.,https://www.amazon.in/gp/customer-reviews/RS7WFRBX7ED4U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 4 June 2022,Colour, GreenSize, 256 GB,
2454,B09G9D8KRQ,India,Aug-22,22-08-2022,2022,TRUE,2454,5,Sup,,,Jakasss,https://www.amazon.in/gp/customer-reviews/R2C9ZBX4JVAGET/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 22 August 2022,Colour, GreenSize, 256 GB,
2455,B09G9D8KRQ,India,Jul-22,24-07-2022,2022,TRUE,2455,5,Amazing experience with best phone,,,Best phone,https://www.amazon.in/gp/customer-reviews/R22OWUTJTIIQ05/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 24 July 2022,Colour, GreenSize, 256 GB,
2456,B09G9D8KRQ,India,Oct-22,10/4/2022,2022,TRUE,2456,5,Nice support by amazon and good product received,,,Good product by apple,https://www.amazon.in/gp/customer-reviews/RMC27DUIDY860/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 10 April 2022,Colour, GreenSize, 256 GB,
2457,B09G9D8KRQ,India,Aug-22,8/4/2022,2022,TRUE,2457,5,"Great product, I recommend.",,,"Great product, wonderful experience.",https://www.amazon.in/gp/customer-reviews/R2I07TW8ZKQOG7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 8 April 2022,Colour, GreenSize, 256 GB,
2458,B09G9D8KRQ,India,Jun-23,6/9/2023,2023,FALSE,2458,4,I'm also planning to buy it  nice,,,"Planning to buy it , I hope I get a better experience ,  hardly waiting  to buy but green colour want to experience charging quality appearance and features",https://www.amazon.in/gp/customer-reviews/R1ZC5QRDNW4JGP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 6 September 2023,Colour, GreenSize, 256 GB,
2459,B09G9D8KRQ,India,Jan-24,21-01-2024,2024,FALSE,2459,5,best phone under range,,,"’ve been using the iPhone 13 for the past 3-4 months, and I am thoroughly impressed with its overall performance. The A15 Bionic chip ensures smooth and lag-free operation, making multitasking a breeze.The camera quality is a standout feature, capturing vivid and detailed photos in various lighting conditions. The Night mode improvements are noticeable, delivering clear and sharp images even in low-light environments. The Cinematic mode for videos adds a professional touch, creating engaging and dynamic content.",https://www.amazon.in/gp/customer-reviews/R288AV8C9IC9WI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 21 January 2024,Colour, GreenSize, 256 GB,
2460,B09G9D8KRQ,India,Dec-23,21-12-2023,2023,FALSE,2460,5,"No fingerprint, no call recording, no carrier video calling",,,"I had a 5 year old Redmi phone.I was unhappy as call recording stopped working, carrier video calling stopped working, battery charging speed reduced, fingerprint stopped working etc etc...So I bought an iPhone.Now I'm happy - it has no call recording (so cannot stop working), no carrier video calling (so cannot stop working), slow battery charging, no fingerprint (so cannot stop working) etc etc...",https://www.amazon.in/gp/customer-reviews/R2FHQIZTGYRSP3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 21 December 2023,Colour, GreenSize, 256 GB,
2461,B09G9D8KRQ,India,Jun-22,6/11/2022,2022,TRUE,2461,5,Iphone 13,,,"Outstanding Mobile♥️, Face Id Very Fast Even in night mode, Battery backup almost 1 day, Camera is superb, If your budget is around 60-70k, Go for it👍🏻",https://www.amazon.in/gp/customer-reviews/R24Y0V561T8DEY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 6 November 2022,Colour, StarlightSize, 256 GB,
2462,B09G9D8KRQ,India,Sep-22,16-09-2022,2022,TRUE,2462,4,Good review,,,Apple cheap company does not give a charger in the box.,https://www.amazon.in/gp/customer-reviews/RKF95C45KIKS7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 16 September 2022,Colour, StarlightSize, 256 GB,
2463,B09G9D8KRQ,India,Dec-22,12/8/2022,2022,TRUE,2463,4,1x camera having pink spot in photos.,,,Disappointed due to defect in camera.,https://www.amazon.in/gp/customer-reviews/RTQEY32XOJDRQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 12 August 2022,Colour, StarlightSize, 256 GB,
2464,B09G9D8KRQ,India,Dec-22,21-12-2022,2022,TRUE,2464,5,Genuine,,,"I am happy with this purchase. I purchased it at a good price, and it has excellent features. Love it.",https://www.amazon.in/gp/customer-reviews/R2MSZ7MSQKGD86/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 21 December 2022,Colour, StarlightSize, 256 GB,
2465,B09G9D8KRQ,India,Aug-22,8/11/2022,2022,TRUE,2465,5,Value for Money,,,Have switched to iPhone from android. The display and UI/UX is just uncomparable. Loving every part of it.,https://www.amazon.in/gp/customer-reviews/R1355JX9T829T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 8 November 2022,Colour, StarlightSize, 256 GB,
2466,B09G9D8KRQ,India,Sep-22,22-09-2022,2022,TRUE,2466,5,Nice product :),,,"Nice product.But, delivery was late. I didn't get any updates for late delivery reason. I had to follow up with Amazon chat support.",https://www.amazon.in/gp/customer-reviews/R3FS7KR8X0369D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 22 September 2022,Colour, StarlightSize, 256 GB,
2467,B09G9D8KRQ,India,Apr-22,29-04-2022,2022,TRUE,2467,5,Upgrade,,,"If you're running an iPhone 11, any of the models in that range, then, yes, the iPhone 13 is definitely worth an upgrade.",https://www.amazon.in/gp/customer-reviews/R1L2A8IMLUOHNW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 29 April 2022,Colour, StarlightSize, 256 GB,
2468,B09G9D8KRQ,India,Jan-22,24-01-2022,2022,TRUE,2468,4,A normal iPhone.,,,"Excessive heating while setup, backup n restore",https://www.amazon.in/gp/customer-reviews/R1NULVOZ1TDMK4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 24 January 2022,Colour, StarlightSize, 256 GB,
2469,B09G9D8KRQ,India,May-22,22-05-2022,2022,TRUE,2469,4,Good product. My first iphone ....No fingerprint..,,,Good product. My first iphone ....No fingerprint..,https://www.amazon.in/gp/customer-reviews/RA4Y51JC3UPUE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 22 May 2022,Colour, StarlightSize, 256 GB,
2470,B09G9D8KRQ,India,Sep-23,9/3/2023,2023,TRUE,2470,5,No heat no hang,,,WOW,https://www.amazon.in/gp/customer-reviews/R1KC4ETP11DPID/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 9 March 2023,Colour, StarlightSize, 256 GB,
2471,B09G9D8KRQ,India,Dec-23,19-12-2023,2023,TRUE,2471,5,Very good,,,Good working and safe packing,https://www.amazon.in/gp/customer-reviews/R3216L3HC7LEI4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 19 December 2023,Colour, GreenSize, 256 GB,
2472,B09G9D8KRQ,India,Nov-23,17-11-2023,2023,TRUE,2472,5,Awesome phone,,,So beautiful so elegant just looking like a wow,https://www.amazon.in/gp/customer-reviews/R10OJIZZXUSXUT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 17 November 2023,Colour, GreenSize, 256 GB,
2473,B09G9D8KRQ,India,Jul-23,7/11/2023,2023,TRUE,2473,5,Working good,,,Battery life is good,https://www.amazon.in/gp/customer-reviews/R1SBC2UJ2XZVD4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 7 November 2023,Colour, GreenSize, 256 GB,
2474,B09G9D8KRQ,India,Oct-23,15-10-2023,2023,TRUE,2474,5,I GOT THIS AT 53000 256GB VARIENT AFTER EXCHANGE ONE OF THE BEST 😍 IAM VERY HAPPY,,,I GOT THIS AT 53000 256GB VARIENT AFTER EXCHANGE ONE OF THE BEST 😍 IAM VERY HAPPY,https://www.amazon.in/gp/customer-reviews/R967I33FYQJYM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 15 October 2023,Colour, GreenSize, 256 GB,
2475,B09G9D8KRQ,India,Oct-23,28-10-2023,2023,TRUE,2475,5,Definitely a good product,,,More than the quality of the product it is important how much you are ready to pay to own the brand.,https://www.amazon.in/gp/customer-reviews/RNK0P0FOTNTFI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 28 October 2023,Colour, GreenSize, 256 GB,
2476,B09G9D8KRQ,India,Oct-23,14-10-2023,2023,TRUE,2476,5,Sexy,,,Perfect phone,https://www.amazon.in/gp/customer-reviews/RZ3UVRHSYMYZX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 14 October 2023,Colour, GreenSize, 256 GB,
2477,B09G9D8KRQ,India,Jan-23,23-01-2023,2023,TRUE,2477,4,Best phone of the decade,,,This is what you need,https://www.amazon.in/gp/customer-reviews/R2JA9U9DA7LYZL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 23 January 2023,Colour, GreenSize, 256 GB,
2478,B09G9D8KRQ,India,Jun-23,6/1/2023,2023,TRUE,2478,5,Simply awesome!!,,,very much satisfied with phone.... everything is working good. No wonder Apple is the best!!,https://www.amazon.in/gp/customer-reviews/R1YMUXVSGRILWU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 6 January 2023,Colour, GreenSize, 256 GB,
2479,B09G9D8KRQ,India,Oct-22,10/9/2022,2022,TRUE,2479,4,Awesome,,,Nice product,https://www.amazon.in/gp/customer-reviews/R3QLGP50LDNT5Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 10 September 2022,Colour, GreenSize, 256 GB,
2480,B09G9D8KRQ,India,Mar-24,25-03-2024,2024,TRUE,2480,5,Good,,,Good without any issues.,https://www.amazon.in/gp/customer-reviews/R36XQ9VJ77N2P3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 25 March 2024,Colour, StarlightSize, 256 GB,
2481,B09G9D8KRQ,India,Feb-24,17-02-2024,2024,TRUE,2481,5,Top notch,,,Good product,https://www.amazon.in/gp/customer-reviews/R122LTGGHCKI9D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 17 February 2024,Colour, StarlightSize, 256 GB,
2482,B09G9D8KRQ,India,Oct-24,10/1/2024,2024,TRUE,2482,5,Tremendous,,,"No cons, only prosCamPerformanceBatteryAll rounder",https://www.amazon.in/gp/customer-reviews/R2FN1MJ0HBS7WP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 10 January 2024,Colour, StarlightSize, 256 GB,
2483,B09G9D8KRQ,India,Aug-22,18-08-2022,2022,TRUE,2483,4,"Delayed shipment, packing was so-so",,,"It took more than 4 days to arrive, packaging was not that protective either, the product could have been damaged but thank god its not.I was not confident enogh before ordering it from appario retail, looking at the reviews and complains all over the internet for seller, but everything is fine i got the device without any issues.",https://www.amazon.in/gp/customer-reviews/R3ITWBC76TSFT6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 18 August 2022,Colour, StarlightSize, 256 GB,
2484,B09G9D8KRQ,India,Jan-23,1/11/2023,2023,TRUE,2484,5,The most loved is the  honesty. And is good condition  thank you Amazon 😊,,,Quality wise 👌 👏 👍 thank you Amazon 😊 🙏🏻,https://www.amazon.in/gp/customer-reviews/R3KGBWZB2WPYR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 1 November 2023,Colour, StarlightSize, 256 GB,
2485,B09G9D8KRQ,India,Jun-22,6/9/2022,2022,TRUE,2485,5,G.O.A.T ( Greatest Of All Time ) 🔥♥️,,,Damnn 😍 first time iphone user and trust me my experience with this one is god damnn unbelievable. 😩🔥♥️ it Looks great. Audio Quality is good and the Camera Quality ison another level 😍♥️ all over i loved it so much... ♥️😌,https://www.amazon.in/gp/customer-reviews/R3A46V0JP7VMO1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 6 September 2022,Colour, StarlightSize, 256 GB,
2486,B09G9D8KRQ,India,Mar-22,3/2/2022,2022,TRUE,2486,5,"Thanks Amazon for a Prompt delivery of my Genuine iPhone 13, 256 GB Starlight",,,Thanks a lot Amazon for the early delivery. Thanks to Appario also. Received a genuine iPhone 13 256 GB and it was verified by Apple remote diagnostics. The phone is really awesome.. Camera is more than my expectation and music is unbelievable. Battery is easily giving me 1.5 days of backup.. Amazing experience. Loving it....,https://www.amazon.in/gp/customer-reviews/R2LLUY17HVGQF1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 3 February 2022,Colour, StarlightSize, 256 GB,
2487,B09G9D8KRQ,India,Jan-23,28-01-2023,2023,TRUE,2487,4,Battery life,,,Camera is goodLooking elegantBattery is hopeless,https://www.amazon.in/gp/customer-reviews/R2VSZEMJ40QQWX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9BFKZN,Reviewed in India on 28 January 2023,Colour, StarlightSize, 256 GB,
